RX <- WEB_DATA|EGT=39.7C | dEGT=0.0 | PEGT=39.7 | RPM=0 | FRPM=0 | RRPM=52205 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=57599 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=64204 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=36600 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=46799 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=51597 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=23999 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=39597 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=49801 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=8401 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=16201 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=51603 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=41400 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=22201 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=18601 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=61200 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=33599 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=40800 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=35403 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=74998 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=62395 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=44402 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=67807 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=35398 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=37198 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=25799 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=85801 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=59398 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=44998 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=29997 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=70196 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=23402 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=67800 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=55801 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=47396 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=44399 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=15000 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.2C | dEGT=-2.1 | PEGT=33.0 | RPM=0 | FRPM=0 | RRPM=34201 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=6001 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.2C | dEGT=-2.1 | PEGT=33.0 | RPM=0 | FRPM=0 | RRPM=32398 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=43200 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.2C | dEGT=-2.1 | PEGT=33.0 | RPM=0 | FRPM=0 | RRPM=79192 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=77404 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=43800 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=69598 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=47995 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=114600 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=53400 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=39.5C | dEGT=0.0 | PEGT=39.5 | RPM=0 | FRPM=0 | RRPM=60008 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=38.5C | dEGT=-8.3 | PEGT=13.5 | RPM=499 | FRPM=219 | RRPM=1500 | SIG=OK | RNOISE=CLEAN | PUMP=1000us | START=1097us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=37.7C | dEGT=-2.1 | PEGT=31.5 | RPM=939 | FRPM=518 | RRPM=0 | SIG=OK | RNOISE=CLEAN | PUMP=1000us | START=1185us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=38.2C | dEGT=2.1 | PEGT=44.5 | RPM=1971 | FRPM=1094 | RRPM=154803 | SIG=OK | RNOISE=NOISY | PUMP=1000us | START=1200us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=38.2C | dEGT=4.2 | PEGT=50.7 | RPM=1404 | FRPM=1480 | RRPM=150598 | SIG=OK | RNOISE=WARN | PUMP=1000us | START=1200us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=38.2C | dEGT=2.1 | PEGT=44.5 | RPM=519 | FRPM=1082 | RRPM=117004 | SIG=OK | RNOISE=NOISY | PUMP=1000us | START=1200us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=38.5C | dEGT=0.0 | PEGT=38.5 | RPM=175 | FRPM=627 | RRPM=106806 | SIG=OK | RNOISE=NOISY | PUMP=1000us | START=1200us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=38.5C | dEGT=-2.1 | PEGT=32.2 | RPM=58 | FRPM=327 | RRPM=101992 | SIG=OK | RNOISE=NOISY | PUMP=1000us | START=1200us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=38.5C | dEGT=0.0 | PEGT=38.5 | RPM=2742 | FRPM=3261 | RRPM=103788 | SIG=OK | RNOISE=NOISY | PUMP=1000us | START=1200us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=38.5C | dEGT=0.0 | PEGT=38.5 | RPM=1801 | FRPM=2608 | RRPM=99008 | SIG=OK | RNOISE=NOISY | PUMP=1000us | START=1200us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=38.5C | dEGT=0.0 | PEGT=38.5 | RPM=1915 | FRPM=2159 | RRPM=123001 | SIG=OK | RNOISE=NOISY | PUMP=1000us | START=1200us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=37.7C | dEGT=0.0 | PEGT=37.7 | RPM=879 | FRPM=1639 | RRPM=108064 | SIG=OK | RNOISE=NOISY | PUMP=1000us | START=1200us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=38.0C | dEGT=0.0 | PEGT=38.0 | RPM=1095 | FRPM=1214 | RRPM=148194 | SIG=OK | RNOISE=NOISY | PUMP=1000us | START=1200us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=38.2C | dEGT=0.0 | PEGT=38.2 | RPM=557 | FRPM=960 | RRPM=58796 | SIG=OK | RNOISE=NOISY | PUMP=1000us | START=1200us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=38.2C | dEGT=0.0 | PEGT=38.2 | RPM=198 | FRPM=590 | RRPM=176391 | SIG=OK | RNOISE=NOISY | PUMP=1000us | START=1200us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=38.2C | dEGT=0.0 | PEGT=38.2 | RPM=66 | FRPM=318 | RRPM=149378 | SIG=OK | RNOISE=NOISY | PUMP=1000us | START=1200us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=38.2C | dEGT=-2.1 | PEGT=32.0 | RPM=0 | FRPM=0 | RRPM=78896 | SIG=OK | RNOISE=NOISY | PUMP=1011us | START=1200us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=38.2C | dEGT=-2.1 | PEGT=32.0 | RPM=3405 | FRPM=3431 | RRPM=1500 | SIG=OK | RNOISE=CLEAN | PUMP=1034us | START=1200us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=38.2C | dEGT=0.0 | PEGT=38.2 | RPM=3249 | FRPM=3362 | RRPM=192017 | SIG=OK | RNOISE=NOISY | PUMP=1045us | START=1200us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
