RX <- WEB_DATA|EGT=378.0C | dEGT=10.4 | PEGT=409.3 | RPM=4571 | FRPM=3466 | RRPM=2023 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1326us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=339.0C | dEGT=-8.3 | PEGT=314.0 | RPM=11620 | FRPM=11620 | RRPM=6001 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1700us | IGN=1 | V1=0 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=336.3C | dEGT=-4.2 | PEGT=323.8 | RPM=11620 | FRPM=11620 | RRPM=4201 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1700us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=332.5C | dEGT=-2.1 | PEGT=326.3 | RPM=11620 | FRPM=11620 | RRPM=4800 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1700us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=331.3C | dEGT=0.0 | PEGT=331.3 | RPM=11620 | FRPM=11620 | RRPM=8400 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1700us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=331.8C | dEGT=0.0 | PEGT=331.8 | RPM=11620 | FRPM=11620 | RRPM=4201 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1700us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=332.5C | dEGT=2.1 | PEGT=338.8 | RPM=11620 | FRPM=11620 | RRPM=7801 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1700us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=333.5C | dEGT=2.1 | PEGT=339.8 | RPM=11620 | FRPM=11620 | RRPM=5400 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1700us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=334.5C | dEGT=6.2 | PEGT=353.3 | RPM=11620 | FRPM=11620 | RRPM=3600 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1700us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=335.8C | dEGT=2.1 | PEGT=342.0 | RPM=11620 | FRPM=11620 | RRPM=3601 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1700us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=336.5C | dEGT=2.1 | PEGT=342.8 | RPM=11620 | FRPM=11620 | RRPM=6001 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1700us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=336.5C | dEGT=0.0 | PEGT=336.5 | RPM=11620 | FRPM=11620 | RRPM=1200 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1700us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=337.3C | dEGT=0.0 | PEGT=337.3 | RPM=11620 | FRPM=11620 | RRPM=9602 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1700us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=338.0C | dEGT=0.0 | PEGT=338.0 | RPM=11620 | FRPM=11620 | RRPM=4801 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1700us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=338.8C | dEGT=2.1 | PEGT=345.0 | RPM=11620 | FRPM=11620 | RRPM=4800 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1700us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=339.5C | dEGT=2.1 | PEGT=345.8 | RPM=11620 | FRPM=11620 | RRPM=4200 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1700us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=339.8C | dEGT=0.0 | PEGT=339.8 | RPM=11620 | FRPM=11620 | RRPM=3600 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1700us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=339.5C | dEGT=0.0 | PEGT=339.5 | RPM=11620 | FRPM=11620 | RRPM=1800 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1700us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=339.8C | dEGT=0.0 | PEGT=339.8 | RPM=11620 | FRPM=11620 | RRPM=4800 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1700us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=340.0C | dEGT=-2.1 | PEGT=333.8 | RPM=11620 | FRPM=11620 | RRPM=4800 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1700us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=340.5C | dEGT=2.1 | PEGT=346.8 | RPM=11620 | FRPM=11620 | RRPM=6000 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1700us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=340.8C | dEGT=2.1 | PEGT=347.0 | RPM=11620 | FRPM=11620 | RRPM=4800 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1700us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=340.5C | dEGT=-2.1 | PEGT=334.3 | RPM=11620 | FRPM=11620 | RRPM=8400 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1700us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=340.5C | dEGT=0.0 | PEGT=340.5 | RPM=11620 | FRPM=11620 | RRPM=10800 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1700us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=339.8C | dEGT=-2.1 | PEGT=333.5 | RPM=11620 | FRPM=11620 | RRPM=10201 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1700us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=339.5C | dEGT=0.0 | PEGT=339.5 | RPM=11620 | FRPM=11620 | RRPM=9602 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1700us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=338.5C | dEGT=-2.1 | PEGT=332.3 | RPM=11620 | FRPM=11620 | RRPM=9600 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1700us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=337.8C | dEGT=-2.1 | PEGT=331.5 | RPM=11443 | FRPM=11578 | RRPM=9601 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1700us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=337.5C | dEGT=0.0 | PEGT=337.5 | RPM=11480 | FRPM=11509 | RRPM=7800 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1700us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=337.5C | dEGT=0.0 | PEGT=337.5 | RPM=11539 | FRPM=11517 | RRPM=5068 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1708us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=338.3C | dEGT=2.1 | PEGT=344.5 | RPM=11562 | FRPM=11539 | RRPM=13801 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1717us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=338.5C | dEGT=2.1 | PEGT=344.8 | RPM=11570 | FRPM=11555 | RRPM=10800 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1720us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=338.5C | dEGT=0.0 | PEGT=338.5 | RPM=11573 | FRPM=11564 | RRPM=12001 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1720us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=338.5C | dEGT=0.0 | PEGT=338.5 | RPM=11573 | FRPM=11569 | RRPM=7227 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1733us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=338.3C | dEGT=-2.1 | PEGT=332.0 | RPM=11574 | FRPM=11572 | RRPM=7200 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=338.3C | dEGT=0.0 | PEGT=338.3 | RPM=11574 | FRPM=11573 | RRPM=5999 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=338.0C | dEGT=0.0 | PEGT=338.0 | RPM=11574 | FRPM=11573 | RRPM=7799 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=338.0C | dEGT=0.0 | PEGT=338.0 | RPM=11574 | FRPM=11574 | RRPM=12000 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=337.5C | dEGT=-2.1 | PEGT=331.3 | RPM=11574 | FRPM=11574 | RRPM=16198 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=336.8C | dEGT=-2.1 | PEGT=330.5 | RPM=11574 | FRPM=11574 | RRPM=15000 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=336.3C | dEGT=-2.1 | PEGT=330.0 | RPM=11574 | FRPM=11574 | RRPM=12600 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=335.5C | dEGT=-2.1 | PEGT=329.3 | RPM=11567 | FRPM=11573 | RRPM=14401 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=334.5C | dEGT=-2.1 | PEGT=328.3 | RPM=11519 | FRPM=11551 | RRPM=9600 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=333.8C | dEGT=-2.1 | PEGT=327.5 | RPM=11496 | FRPM=11524 | RRPM=3600 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=333.0C | dEGT=-2.1 | PEGT=326.8 | RPM=11488 | FRPM=11505 | RRPM=7801 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=332.0C | dEGT=-1.9 | PEGT=326.4 | RPM=11345 | FRPM=11475 | RRPM=9499 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1749us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=330.8C | dEGT=-2.1 | PEGT=324.5 | RPM=11305 | FRPM=11369 | RRPM=9599 | SIG=OK | RNOISE=NOISY | PUMP=1104us | START=1758us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
